# FIELDS: tokenid	parserid	token	lemma	pos	entity	head	deprel
1	1	Signor	signore	S	O	8	vocative
2572	69	sul	sul	E+RD	O	70	case
2573	70	piano	piano	S	O	63	nmod
2574	71	bilaterale	bilaterale	A	O	70	amod
2575	72	.	[PUNCT]	FS	O	45	punct

2576	1	Non	non	BN	O	2	neg
2577	2	vincolano	vincolare	V	O	0	root
2578	3	il	il	RD	O	4	det
2579	4	Consiglio	consiglio	S	ORG	2	dobj
2580	5	e	e	CC	O	2	cc
2581	6	non	non	BN	O	7	neg
2582	7	toccano	toccare	V	O	2	conj
2583	8	il	il	RD	O	12	det
2584	9	libero	libero	A	O	12	amod
2585	10	e	e	CC	O	9	cc
2586	11	normale	normale	A	O	9	conj
2587	12	funzionamento	funzionamento	S	O	7	dobj
2588	13	delle	della	E+RD	O	14	case
2589	14	Istituzioni	istituzione	S	O	12	nmod
2590	15	comunitarie	comunitario	A	O	14	amod
2591	16	,	[PUNCT]	FF	O	14	punct
2592	17	delle	della	E+RD	O	18	case
2593	18	quali	quali	B	O	25	advmod
2594	19	l'	l'	RD	O	20	det
2595	20	Austria	Austria	SP	LOC	25	nsubj
2596	21	,	[PUNCT]	FF	O	20	punct
2597	22	del	del	E+RD	O	23	case
2598	23	resto	resto	S	O	20	nmod
2599	24	,	[PUNCT]	FF	O	20	punct
2600	25	continua	continuare	V	O	14	acl:relcl
2601	26	a	a	E	O	27	mark
2602	27	far	fare	V	O	25	xcomp
2603	28	parte	parte	S	O	27	dobj
2604	29	a	a	E	O	30	case
2605	30	pieno	pieno	S	O	27	nmod
2606	31	titolo	titolo	S	O	30	compound
2607	32	.	[PUNCT]	FS	O	2	punct

2608	1	Signor	signore	S	O	0	root
2609	2	Sottosegretario	sottosegretario	S	O	1	dobj
2610	3	di	di	E	O	4	case
2611	4	Stato	stato	S	O	2	nmod
2612	5	,	[PUNCT]	FF	O	1	punct
2613	6	ritengo	ritenere	V	O	1	conj
2614	7	abbia	avere	VA	O	8	aux
2615	8	illustrato	illustrare	V	O	6	ccomp
2616	9	in	in	E	O	10	case
2617	10	modo	modo	S	O	8	nmod
2618	11	chiaro	chiaro	A	O	10	amod
2619	12	e	e	CC	O	11	cc
2620	13	completo	completo	A	O	11	conj
2621	14	la	la	RD	O	15	det
2622	15	questione	questione	S	O	8	nsubj
2623	16	tecnica	tecnico	A	O	15	amod
2624	17	relativa	relativo	A	O	15	amod
2625	18	agli	al	E+RD	O	19	case
2626	19	articoli	articolo	S	O	17	nmod
2627	20	6	6	N	O	19	nummod
2628	21	e	e	CC	O	20	cc
2629	22	7	7	N	O	20	conj
2630	23	.	[PUNCT]	FS	O	1	punct

2631	1	Continuiamo	continuare	V	O	0	root
2632	2	ad	ad	E	O	3	mark
2633	3	avere	avere	V	O	1	xcomp
2634	4	un'	un'	RI	O	5	det
2635	5	idea	idea	S	O	3	dobj
2636	6	quasi	quasi	B	O	7	advmod
2637	7	esclusivamente	esclusivamente	B	O	8	advmod
2638	8	nazionale	nazionale	A	O	5	amod
2639	9	della	della	E+RD	O	10	case
2640	10	sicurezza	sicurezza	S	O	5	nmod
2641	11	e	e	CC	O	10	cc
2642	12	della	della	E+RD	O	13	case
2643	13	giustizia	giustizia	S	O	10	conj
2644	14	di	di	E	O	15	case
2645	15	fronte	fronte	S	O	13	nmod
2646	16	a	a	E	O	17	case
2647	17	realtà	realtà	S	O	15	nmod
2648	18	che	che	PR	O	19	nsubj
2649	19	sono	essere	V	O	17	acl:relcl
2650	20	senza	senza	E	O	21	case
2651	21	dubbio	dubbio	S	O	19	nmod
2652	22	transnazionali	transnazionale	A	O	21	amod
2653	23	.	[PUNCT]	FS	O	1	punct

2654	1	Ci	ci	PC	O	2	expl
2655	2	troviamo	trovare	V	O	0	root
2656	3	costantemente	costantemente	B	O	2	advmod
2657	4	a	a	E	O	5	mark
2658	5	fare	fare	V	O	2	xcomp
2659	6	i	il	RD	O	7	det
2660	7	conti	conto	S	O	5	dobj
2661	8	con	con	E	O	10	case
2662	9	questa	questo	DD	O	10	det
2663	10	contraddizione	contraddizione	S	O	5	nmod
2664	11	,	[PUNCT]	FF	O	10	punct
2665	12	in	in	E	O	13	case
2666	13	particolare	particolare	S	O	10	nmod
2667	14	per	per	E	O	15	case
2668	15	quanto	quanto	PR	O	13	nmod
2669	16	riguarda	riguardare	V	O	15	acl:relcl
2670	17	i	il	RD	O	18	det
2671	18	diritti	diritto	S	O	16	dobj
2672	19	dell'	dell'	E+RD	O	20	case
2673	20	infanzia	infanzia	S	O	18	nmod
2674	21	,	[PUNCT]	FF	O	18	punct
2675	22	ambito	ambito	S	O	18	conj
2676	23	in	in	E	O	24	case
2677	24	cui	cui	PR	O	25	nmod
2678	25	esistono	esistere	V	O	22	acl:relcl
2679	26	casi	caso	S	O	25	nsubj
2680	27	nei	nel	E+RD	O	28	case
2681	28	quali	quali	PR	O	30	nmod
2682	29	è	essere	VA	O	30	auxpass
2683	30	coinvolto	coinvolgere	V	O	26	acl:relcl
2684	31	più	più	B	O	34	advmod
2685	32	di	di	E	O	34	case
2686	33	un	un	RI	O	34	det
2687	34	paese	paese	S	O	30	nmod
2688	35	e	e	CC	O	34	cc
2689	36	le	la	RD	O	38	det
2690	37	cui	cui	DR	O	38	det:poss
2691	38	vittime	vittima	S	O	34	conj
2692	39	,	[PUNCT]	FF	O	18	punct
2693	40	oltre	oltre	B	O	43	advmod
2694	41	a	a	E	O	43	mark
2695	42	non	non	BN	O	43	neg
2696	43	ricevere	ricevere	V	O	18	conj
2697	44	alcuna	alcun	DI	O	45	det
2698	45	notifica	notifica	S	O	43	dobj
2699	46	dallo	dal	E+RD	O	47	case
2700	47	Stato	Stato	SP	O	45	nmod
2701	48	in	in	E	O	49	case
2702	49	cui	cui	PR	O	51	nmod
2703	50	viene	venire	VA	O	51	auxpass
2704	51	emessa	emettere	V	O	43	acl:relcl
2705	52	la	la	RD	O	53	det
2706	53	sentenza	sentenza	S	O	51	nsubjpass
2707	54	,	[PUNCT]	FF	O	51	punct
2708	55	non	non	BN	O	56	neg
2709	56	godono	godere	V	O	51	advcl
2710	57	neanche	neanche	BN	O	59	neg
2711	58	di	di	E	O	59	case
2712	59	assistenza	assistenza	S	O	56	nmod
2713	60	a	a	E	O	61	case
2714	61	livello	livello	S	O	56	nmod
2715	62	giudiziario	giudiziario	A	O	61	amod
2716	63	.	[PUNCT]	FS	O	2	punct

2717	1	Signor	signore	S	O	9	vocative
2718	2	Presidente	presidente	S	O	1	compound
2719	3	in	in	E	O	4	case
2720	4	carica	carica	S	O	1	nmod
2721	5	del	del	E+RD	O	6	case
2722	6	Consiglio	consiglio	S	ORG	4	nmod
2723	7	,	[PUNCT]	FF	O	1	punct
2724	8	vorrei	volere	VM	O	9	aux
2725	9	ringraziarla	ringraziare	V+PC	O	0	root
2726	10	esplicitamente	esplicitamente	B	O	9	advmod
2727	11	di	di	E	O	13	mark
2728	12	aver	avere	VA	O	13	aux
2729	13	constatato	constatare	V	O	9	ccomp
2730	14	,	[PUNCT]	FF	O	13	punct
2731	15	durante	durante	E	O	17	case
2732	16	il	il	RD	O	17	det
2733	17	Tempo	tempo	S	O	13	nmod
2734	18	delle	della	E+RD	O	19	case
2735	19	interrogazioni	interrogazione	S	O	17	nmod
2736	20	dell'	dell'	E+RD	O	22	case
2737	21	ultima	ultimo	NO	O	22	amod
2738	22	sessione	sessione	S	O	19	nmod
2739	23	,	[PUNCT]	FF	O	13	punct
2740	24	che	che	PR	O	30	nsubjpass
2741	25	in	in	E	O	26	case
2742	26	Austria	Austria	SP	LOC	30	nmod
2743	27	non	non	BN	O	30	neg
2744	28	è	essere	VA	O	30	aux
2745	29	stata	essere	VA	O	30	auxpass
2746	30	riscontrata	riscontrare	V	O	13	acl:relcl
2747	31	alcuna	alcun	DI	O	32	det
2748	32	violazione	violazione	S	O	30	dobj
2749	33	degli	del	E+RD	O	34	case
2750	34	articoli	articolo	S	O	32	nmod
2751	35	6	6	N	O	34	nummod
2752	36	e	e	CC	O	35	cc
2753	37	7	7	N	O	35	conj
2754	38	,	[PUNCT]	FF	O	30	punct
2755	39	e	e	CC	O	30	cc
2756	40	che	che	PR	O	30	conj
2757	41	quella	quello	DD	O	42	det
2758	42	inflittale	inflittale	A	O	46	nsubj
2759	43	è	essere	VA	O	46	aux
2760	44	stata	essere	V	O	46	cop
2761	45	una	una	RI	O	46	det
2762	46	condanna	condanna	S	O	40	acl:relcl
2763	47	preventiva	preventivo	A	O	46	amod
2764	48	.	[PUNCT]	FS	O	9	punct

2765	1	Si	si	PC	O	4	expl
2766	2	sono	essere	VA	O	4	aux
2767	3	altresì	altresì	B	O	4	advmod
2768	4	scavalcate	scavalcare	V	O	0	root
2769	5	tutte	tutto	T	O	7	det:predet
2770	6	le	la	RD	O	7	det
2771	7	Istituzioni	istituzione	S	O	4	nsubj
2772	8	comunitarie	comunitario	A	O	7	amod
2773	9	,	[PUNCT]	FF	O	7	punct
2774	10	mettendole	mettendole	A	O	7	amod
2775	11	davanti	davanti	B	O	13	case
2776	12	al	al	E+RD	O	11	mwe
2777	13	fatto	fatto	S	O	10	nmod
2778	14	compiuto	compiuto	A	O	13	amod
2779	15	.	[PUNCT]	FS	O	4	punct

2780	1	Donde	Donde	V	O	0	root
2781	2	il	il	RD	O	4	det
2782	3	mio	mio	AP	O	4	det:poss
2783	4	quesito	quesito	S	O	1	dobj
2784	5	:	[PUNCT]	FC	O	1	punct
2785	6	quali	quali	PR	O	9	nsubj
2786	7	saranno	essere	V	O	9	cop
2787	8	gli	il	RD	O	9	det
2788	9	sviluppi	sviluppo	S	O	1	acl:relcl
2789	10	in	in	E	O	11	case
2790	11	futuro	futuro	S	O	9	nmod
2791	12	,	[PUNCT]	FF	O	9	punct
2792	13	a	a	E	O	14	mark
2793	14	prescindere	prescindere	V	O	9	acl
2794	15	dal	dal	E+RD	O	16	case
2795	16	caso	caso	S	O	14	nmod
2796	17	Austria	Austria	SP	LOC	16	nmod
2797	18	?	[PUNCT]	FS	O	1	punct

2798	1	In	in	E	O	2	case
2799	2	futuro	futuro	S	O	3	nmod
2800	3	saranno	essere	V	O	0	root
2801	4	i	il	RD	O	5	det
2802	5	Primi	Primi	SP	O	3	nsubj
2803	6	ministri	ministro	S	O	5	appos
2804	7	dei	del	E+RD	O	9	case
2805	8	vari	varo	DI	O	9	det
2806	9	paesi	paese	S	O	6	nmod
2807	10	a	a	E	O	11	mark
2808	11	condannare	condannare	V	O	6	acl
2809	12	gli	il	RD	O	13	det
2810	13	Stati	Stati	SP	O	11	dobj
2811	14	europei	europeo	S	O	13	name
2812	15	?	[PUNCT]	FS	O	3	punct

2813	1	A	a	E	O	3	case
2814	2	tal	tal	DD	O	3	det
2815	3	fine	fine	S	O	5	nmod
2816	4	,	[PUNCT]	FF	O	3	punct
2817	5	basta	bastare	V	O	0	root
2818	6	una	una	RI	O	7	det
2819	7	maggioranza	maggioranza	S	O	5	nsubj
2820	8	di	di	E	O	10	case
2821	9	otto	otto	N	O	10	nummod
2822	10	voti	voto	S	O	7	nmod
2823	11	o	o	CC	O	5	cc
2824	12	ne	ne	PC	O	14	advmod
2825	13	sarà	essere	V	O	14	cop
2826	14	necessaria	necessario	A	O	5	conj
2827	15	un'	un'	RI	O	16	det
2828	16	altra	altro	A	O	14	amod
2829	17	?	[PUNCT]	FS	O	5	punct

2830	1	Quanto	quanto	B	O	2	advmod
2831	2	potere	potere	S	O	7	nsubj
2832	3	e	e	CC	O	2	cc
2833	4	capacità	capacità	S	O	2	conj
2834	5	d'	da	E	O	6	case
2835	6	intervento	intervento	S	O	4	nmod
2836	7	perdono	perdere	V	O	0	root
2837	8	di	di	E	O	9	case
2838	9	conseguenza	conseguenza	S	O	7	nmod
2839	10	il	il	RD	O	11	det
2840	11	Consiglio	consiglio	S	ORG	7	dobj
2841	12	d'	da	E	ORG	13	case
2842	13	Europa	Europa	SP	ORG	11	nmod
2843	14	e	e	CC	O	11	cc
2844	15	le	la	RD	O	16	det
2845	16	Istituzioni	istituzione	S	O	11	conj
2846	17	europee	europeo	A	O	16	amod
2847	18	?	[PUNCT]	FS	O	7	punct

2848	1	Ne	ne	PC	O	2	advmod
2849	2	deriva	derivare	V	O	0	root
2850	3	una	una	RI	O	5	det
2851	4	nuova	nuovo	A	O	5	amod
2852	5	concorrenza	concorrenza	S	O	2	nsubj
2853	6	fra	fra	E	O	7	case
2854	7	Istituzioni	istituzione	S	O	5	nmod
2855	8	europee	europeo	A	O	7	amod
2856	9	e	e	CC	O	7	cc
2857	10	Stati	stato	S	O	7	conj
2858	11	nazionali	nazionale	A	O	10	amod
2859	12	?	[PUNCT]	FS	O	2	punct

2860	1	Onorevole	onorevole	S	O	5	vocative
2861	2	Casaca	Casaca	SP	O	1	nmod
2862	3	,	[PUNCT]	FF	O	1	punct
2863	4	vorrei	volere	VM	O	5	aux
2864	5	dirle	dire	V+PC	O	0	root
2865	6	che	che	PR	O	12	nsubj
2866	7	nonostante	nonostante	E	O	8	case
2867	8	tutto	tutto	PI	O	12	nmod
2868	9	non	non	BN	O	12	neg
2869	10	sono	essere	V	O	12	cop
2870	11	così	così	B	O	12	advmod
2871	12	pessimista	pessimista	A	O	5	ccomp
2872	13	rispetto	rispetto	B	O	15	case
2873	14	ai	al	E+RD	O	13	mwe
2874	15	progressi	progresso	S	O	12	nmod
2875	16	registrati	registrare	V	O	15	acl
2876	17	dall'	dall'	E+RD	O	18	case
2877	18	Unione	Unione	SP	LOC	16	nmod
2878	19	europea	europea	SP	LOC	18	name
2879	20	nella	nella	E+RD	O	21	case
2880	21	creazione	creazione	S	O	16	nmod
2881	22	di	di	E	O	24	case
2882	23	una	una	RI	O	24	det
2883	24	dimensione	dimensione	S	O	21	nmod
2884	25	etica	etica	S	O	24	compound
2885	26	e	e	CC	O	21	cc
2886	27	,	[PUNCT]	FF	O	21	punct
2887	28	in	in	E	O	29	case
2888	29	particolare	particolare	S	O	21	nmod
2889	30	,	[PUNCT]	FF	O	29	punct
2890	31	nella	nella	E+RD	O	32	case
2891	32	messa	messa	S	O	29	nmod
2892	33	a	a	E	O	34	case
2893	34	punto	punto	S	O	32	nmod
2894	35	di	di	E	O	36	case
2895	36	meccanismi	meccanismo	S	O	34	nmod
2896	37	di	di	E	O	38	case
2897	38	carattere	carattere	S	O	36	nmod
2898	39	giuridico	giuridico	A	O	38	amod
2899	40	che	che	PR	O	42	nsubj
2900	41	le	le	PC	O	42	iobj
2901	42	permettano	permettere	V	O	32	acl:relcl
2902	43	di	di	E	O	44	mark
2903	44	affrontare	affrontare	V	O	42	xcomp
2904	45	situazioni	situazione	S	O	44	dobj
2905	46	nuove	nuovo	A	O	45	amod
2906	47	,	[PUNCT]	FF	O	44	punct
2907	48	come	come	E	O	50	case
2908	49	in	in	E	O	50	case
2909	50	particolare	particolare	S	O	44	nmod
2910	51	quelle	quelle	PD	O	44	dobj
2911	52	da	da	E	O	53	case
2912	53	lei	lei	PE	O	51	nmod
2913	54	citate	citato	A	O	53	amod
2914	55	.	[PUNCT]	FS	O	5	punct

2915	1	Penso	pensare	V	O	0	root
2916	2	sia	essere	V	O	3	cop
2917	3	importante	importante	A	O	1	ccomp
2918	4	tener	tenere	V	O	3	csubj
2919	5	conto	conto	S	O	4	dobj
2920	6	del	del	E+RD	O	7	case
2921	7	fatto	fatto	S	O	5	nmod
2922	8	che	che	CS	O	21	mark
2923	9	,	[PUNCT]	FF	O	21	punct
2924	10	con	con	E	O	12	case
2925	11	l'	l'	RD	O	12	det
2926	12	evoluzione	evoluzione	S	O	21	nmod
2927	13	derivante	derivare	V	O	12	acl
2928	14	dal	dal	E+RD	O	15	case
2929	15	Trattato	trattato	S	O	13	nmod
2930	16	di	di	E	O	17	case
2931	17	Amsterdam	Amsterdam	SP	LOC	15	nmod
2932	18	,	[PUNCT]	FF	O	12	punct
2933	19	c'	c'	PC	O	21	expl
2934	20	è	essere	VA	O	21	aux
2935	21	stato	essere	V	O	7	advcl
2936	22	un	un	RI	O	23	det
2937	23	trasferimento	trasferimento	S	O	21	dobj
2938	24	di	di	E	O	25	case
2939	25	competenze	competenza	S	O	23	nmod
2940	26	e	e	CC	O	25	cc
2941	27	che	che	PR	O	32	nsubj
2942	28	nei	nel	E+RD	O	31	case
2943	29	prossimi	prossimo	A	O	31	amod
2944	30	cinque	cinque	N	O	31	nummod
2945	31	anni	anno	S	O	32	nmod
2946	32	avverranno	avvenire	V	O	25	acl:relcl
2947	33	altri	altro	DI	O	34	det
2948	34	passaggi	passaggio	S	O	32	dobj
2949	35	da	da	E	O	36	case
2950	36	quello	quello	PD	O	34	nmod
2951	37	che	che	PR	O	41	nsubj
2952	38	era	essere	V	O	41	cop
2953	39	il	il	RD	O	41	det
2954	40	vecchio	vecchio	A	O	41	amod
2955	41	terzo	terzo	S	O	36	acl:relcl
2956	42	pilastro	pilastro	V	O	41	acl
2957	43	al	al	E+RD	O	45	case
2958	44	primo	primo	NO	O	45	amod
2959	45	pilastro	pilastro	S	O	42	nmod
2960	46	dell'	dell'	E+RD	O	47	case
2961	47	Unione	Unione	SP	ORG	45	nmod
2962	48	,	[PUNCT]	FF	O	42	punct
2963	49	soprattutto	soprattutto	B	O	51	advmod
2964	50	in	in	E	O	51	case
2965	51	materia	materia	S	O	42	nmod
2966	52	di	di	E	O	53	case
2967	53	visti	vistare	S	O	51	nmod
2968	54	,	[PUNCT]	FF	O	53	punct
2969	55	cooperazione	cooperazione	S	O	53	conj
2970	56	giudiziaria	giudiziario	A	O	55	amod
2971	57	in	in	E	O	58	case
2972	58	ambito	ambito	S	O	55	nmod
2973	59	civile	civile	A	O	58	amod
2974	60	e	e	CC	O	58	cc
2975	61	cooperazione	cooperazione	S	O	58	conj
2976	62	doganale	doganale	A	O	61	amod
2977	63	.	[PUNCT]	FS	O	1	punct

2978	1	Rimarranno	rimanere	V	O	44	advcl
2979	2	nel	nel	E+RD	O	3	case
2980	3	terzo	terzo	NO	O	1	nmod
2981	4	pilastro	pilastro	V	O	1	xcomp
2982	5	le	la	RD	O	6	det
2983	6	questioni	questione	S	O	4	dobj
2984	7	riguardanti	riguardare	V	O	6	acl
2985	8	la	la	RD	O	9	det
2986	9	cooperazione	cooperazione	S	O	7	dobj
2987	10	giudiziaria	giudiziario	A	O	9	amod
2988	11	in	in	E	O	12	case
2989	12	materia	materia	S	O	9	nmod
2990	13	penale	penale	A	O	12	amod
2991	14	e	e	CC	O	9	cc
2992	15	la	la	RD	O	16	det
2993	16	cooperazione	cooperazione	S	ORG	9	conj
2994	17	delle	della	E+RD	ORG	18	case
2995	18	forze	forza	S	ORG	16	nmod
2996	19	di	di	E	ORG	20	case
2997	20	polizia	polizia	S	ORG	18	nmod
2998	21	,	[PUNCT]	FF	O	1	punct
2999	22	ma	ma	CC	O	1	cc
3000	23	stiamo	stare	VA	O	25	aux
3001	24	già	già	B	O	25	advmod
3002	25	lavorando	lavorare	V	O	1	conj
3003	26	alla	alla	E+RD	O	27	case
3004	27	creazione	creazione	S	O	25	nmod
3005	28	di	di	E	O	30	case
3006	29	uno	un	RI	O	30	det
3007	30	spazio	spazio	S	O	27	nmod
3008	31	europeo	europeo	A	O	30	amod
3009	32	di	di	E	O	33	case
3010	33	libertà	libertà	S	O	30	nmod
3011	34	,	[PUNCT]	FF	O	33	punct
3012	35	giustizia	giustizia	S	O	33	conj
3013	36	e	e	CC	O	33	cc
3014	37	sicurezza	sicurezza	S	O	33	conj
3015	38	,	[PUNCT]	FF	O	37	punct
3016	39	cui	cui	PR	O	40	nsubj
3017	40	speriamo	sperare	V	O	37	acl:relcl
3018	41	la	la	RD	O	42	det
3019	42	Commissione	commissione	S	ORG	40	dobj
3020	43	possa	potere	VM	O	44	aux
3021	44	contribuire	contribuire	V	O	0	root
3022	45	con	con	E	O	47	case
3023	46	la	la	RD	O	47	det
3024	47	presentazione	presentazione	S	O	44	nmod
3025	48	di	di	E	O	50	case
3026	49	uno	un	RI	O	50	det
3027	50	scoreboard	scoreboard	S	O	47	nmod
3028	51	in	in	E	O	52	case
3029	52	grado	grado	S	O	44	nmod
3030	53	di	di	E	O	54	mark
3031	54	fornirci	fornire	V+PC	O	52	acl
3032	55	una	una	RI	O	56	det
3033	56	serie	serie	S	O	54	dobj
3034	57	di	di	E	O	58	case
3035	58	provvedimenti	provvedimento	S	O	56	nmod
3036	59	ad	ad	SW	O	58	compound
3037	60	hoc	hoc	SW	O	59	foreign
3038	61	.	[PUNCT]	FS	O	44	punct

3039	1	Tengo	tenere	V	O	0	root
3040	2	inoltre	inoltre	B	O	1	advmod
3041	3	a	a	E	O	4	mark
3042	4	sottolineare	sottolineare	V	O	1	xcomp
3043	5	che	che	CS	O	18	mark
3044	6	la	la	RD	O	7	det
3045	7	Carta	Carta	SP	O	18	nsubj
3046	8	europea	europeo	A	O	7	amod
3047	9	dei	del	E+RD	O	10	case
3048	10	diritti	diritto	S	O	7	nmod
3049	11	fondamentali	fondamentale	A	O	10	amod
3050	12	,	[PUNCT]	FF	O	7	punct
3051	13	attualmente	attualmente	B	O	15	advmod
3052	14	in	in	E	O	15	case
3053	15	discussione	discussione	S	O	18	nmod
3054	16	,	[PUNCT]	FF	O	15	punct
3055	17	può	potere	VM	O	18	aux
3056	18	rivelarsi	rivelare	V+PC	O	4	ccomp
3057	19	,	[PUNCT]	FF	O	18	punct
3058	20	con	con	E	O	22	case
3059	21	tutta	tutto	DI	O	22	det
3060	22	probabilità	probabilità	S	O	18	nmod
3061	23	,	[PUNCT]	FF	O	18	punct
3062	24	un	un	RI	O	25	det
3063	25	elemento	elemento	S	O	18	dobj
3064	26	di	di	E	O	27	case
3065	27	rafforzamento	rafforzamento	S	O	25	nmod
3066	28	di	di	E	O	31	case
3067	29	questa	questo	DD	O	31	det
3068	30	nuova	nuovo	A	O	31	amod
3069	31	configurazione	configurazione	S	O	25	nmod
3070	32	e	e	CC	O	25	cc
3071	33	può	potere	VM	O	35	aux
3072	34	sicuramente	sicuramente	B	O	35	advmod
3073	35	contribuire	contribuire	V	O	25	conj
3074	36	a	a	E	O	37	mark
3075	37	dare	dare	V	O	35	ccomp
3076	38	all'	all'	E+RD	O	39	case
3077	39	Unione	Unione	SP	LOC	37	nmod
3078	40	europea	europea	SP	LOC	39	name
3079	41	un	un	RI	O	42	det
3080	42	corpo	corpo	S	O	37	dobj
3081	43	di	di	E	O	44	case
3082	44	principi	principe	S	O	42	nmod
3083	45	compatto	compattare	V	O	42	acl
3084	46	con	con	E	O	48	case
3085	47	una	una	RI	O	48	det
3086	48	base	base	S	O	45	nmod
3087	49	giuridica	giuridico	A	O	48	amod
3088	50	più	più	B	O	51	advmod
3089	51	solida	solido	A	O	48	amod
3090	52	,	[PUNCT]	FF	O	1	punct
3091	53	come	come	CS	O	64	mark
3092	54	alcuni	alcuni	PI	O	64	nsubj
3093	55	di	di	E	O	56	case
3094	56	noi	noi	PE	O	54	nmod
3095	57	,	[PUNCT]	FF	O	54	punct
3096	58	e	e	CC	O	54	cc
3097	59	il	il	RD	O	60	det
3098	60	Consiglio	consiglio	S	ORG	54	conj
3099	61	in	in	E	O	62	case
3100	62	particolare	particolare	S	O	60	nmod
3101	63	,	[PUNCT]	FF	O	54	punct
3102	64	auspicano	auspicare	V	O	1	advcl
3103	65	.	[PUNCT]	FS	O	1	punct

3104	1	Rispetto	Rispetto	B	O	3	case
3105	2	alla	alla	E+RD	O	1	mwe
3106	3	domanda	domanda	S	O	0	root
3107	4	sull'	sull'	E+RD	O	5	case
3108	5	Austria	Austria	SP	LOC	3	nmod
3109	6	,	[PUNCT]	FF	O	3	punct
3110	7	ribadisco	ribadire	V	O	3	acl
3111	8	quanto	quanto	CS	O	10	mark
3112	9	ho	avere	VA	O	10	aux
3113	10	affermato	affermare	V	O	7	ccomp
3114	11	sull'	sull'	E+RD	O	12	case
3115	12	osservanza	osservanza	S	O	10	nmod
3116	13	,	[PUNCT]	FF	O	10	punct
3117	14	da	da	E	O	15	case
3118	15	parte	parte	S	O	10	nmod
3119	16	di	di	E	O	18	case
3120	17	quest'	questo	DD	O	18	det
3121	18	ultima	ultimo	NO	O	15	nmod
3122	19	,	[PUNCT]	FF	O	18	punct
3123	20	degli	del	E+RD	O	21	case
3124	21	articoli	articolo	S	O	18	nmod
3125	22	6	6	N	O	21	nummod
3126	23	e	e	CC	O	22	cc
3127	24	7	7	N	O	22	conj
3128	25	,	[PUNCT]	FF	O	10	punct
3129	26	almeno	almeno	B	O	27	advmod
3130	27	fino	fino	B	O	30	case
3131	28	a	a	E	O	27	mwe
3132	29	questo	questo	DD	O	30	det
3133	30	momento	momento	S	O	10	nmod
3134	31	.	[PUNCT]	FS	O	3	punct

3135	1	Ho	avere	VA	O	2	aux
3136	2	affermato	affermare	V	O	0	root
3137	3	in	in	E	O	5	case
3138	4	una	una	RI	O	5	det
3139	5	discussione	discussione	S	O	2	nmod
3140	6	precedente	precedente	A	O	5	amod
3141	7	-	-	FB	O	9	punct
3142	8	e	e	CC	O	9	cc
3143	9	torno	tornare	V	O	2	parataxis
3144	10	a	a	E	O	11	mark
3145	11	ripeterlo	ripetere	V+PC	O	9	xcomp
3146	12	-	-	FB	O	9	punct
3147	13	che	che	PR	O	17	nsubj
3148	14	in	in	E	O	16	case
3149	15	questo	questo	DD	O	16	det
3150	16	frangente	frangente	S	O	17	nmod
3151	17	è	essere	V	O	2	ccomp
3152	18	come	come	B	O	17	advmod
3153	19	se	se	CS	O	28	mark
3154	20	tutti	tutti	PI	O	28	advmod
3155	21	noi	noi	PE	O	28	nsubj
3156	22	,	[PUNCT]	FF	O	21	punct
3157	23	cittadini	cittadino	S	O	21	appos
3158	24	dell'	dell'	E+RD	O	25	case
3159	25	Unione	Unione	SP	LOC	23	nmod
3160	26	europea	europea	SP	LOC	25	name
3161	27	,	[PUNCT]	FF	O	21	punct
3162	28	fossimo	essere	V	O	17	advcl
3163	29	austriaci	austriaco	S	O	28	xcomp
3164	30	.	[PUNCT]	FS	O	2	punct

3165	1	Siamo	essere	V	O	0	root
3166	2	tutti	tutti	PI	O	1	nsubj
3167	3	austriaci	austriaco	A	O	2	amod
3168	4	perché	perché	CS	O	10	mark
3169	5	lo	il	RD	O	6	det
3170	6	spazio	spazio	S	O	10	nsubj
3171	7	dell'	dell'	E+RD	O	8	case
3172	8	Unione	Unione	SP	LOC	6	nmod
3173	9	è	essere	V	O	10	cop
3174	10	uno	uno	PI	O	1	advcl
3175	11	solo	solo	A	O	10	amod
3176	12	dal	dal	E+RD	O	13	case
3177	13	punto	punto	S	O	11	nmod
3178	14	di	di	E	O	15	case
3179	15	vista	vista	S	O	13	nmod
3180	16	dei	del	E+RD	O	17	case
3181	17	diritti	diritto	S	O	13	nmod
3182	18	e	e	CC	O	17	cc
3183	19	della	della	E+RD	O	20	case
3184	20	cittadinanza	cittadinanza	S	O	17	conj
3185	21	,	[PUNCT]	FF	O	10	punct
3186	22	ed	ed	CC	O	10	cc
3187	23	io	io	PE	O	25	nsubj
3188	24	voglio	volere	VM	O	25	aux
3189	25	godere	godere	V	O	10	conj
3190	26	in	in	E	O	27	case
3191	27	Austria	Austria	SP	LOC	25	nmod
3192	28	degli	del	E+RD	O	30	case
3193	29	stessi	stesso	A	O	30	amod
3194	30	diritti	diritto	S	O	27	nmod
3195	31	di	di	E	O	32	case
3196	32	cui	cui	PR	O	33	nmod
3197	33	godono	godere	V	O	30	acl:relcl
3198	34	i	il	RD	O	35	det
3199	35	cittadini	cittadino	S	O	33	nsubj
3200	36	austriaci	austriaco	A	O	35	amod
3201	37	nel	nel	E+RD	O	39	case
3202	38	mio	mio	AP	O	39	det:poss
